data,temp_min,temp_max,temp_media,precipitacao
1970-08-31 00:00:00, 21.9, 33.4, 27.3, 0.0
1970-09-01 00:00:00, 22.0, 33.0, 27.18, 0.0
1970-09-02 00:00:00, 22.0, 32.8, 27.0, 0.0
1970-09-03 00:00:00, 21.1, 35.3, 27.34, 0.0
1970-09-04 00:00:00, 21.6, 34.8, 27.48, 0.0
1970-09-05 00:00:00, 21.4, 35.2, 27.78, 0.0
1970-09-06 00:00:00, 21.2, 34.2, 27.36, 0.0
1970-09-07 00:00:00, 20.0, 34.0, 26.78, 0.0
1970-09-08 00:00:00, 21.8, 33.4, 27.28, 0.0
1970-09-09 00:00:00, 23.6, 34.8, 28.3, 0.0
1970-09-10 00:00:00, 23.0, 34.7, 27.96, 0.0
1970-09-11 00:00:00, 21.4, 33.6, 26.92, 0.0
1970-09-12 00:00:00, 20.3, 33.5, 26.7, 0.0
1970-09-13 00:00:00, 21.4, 33.6, 27.66, 0.0
1970-09-14 00:00:00, 22.0, 34.9, 27.82, 0.0
1970-09-15 00:00:00, 21.8, 33.7, 27.22, 0.0
1970-09-16 00:00:00, 19.2, 35.6, 27.4, 0.0
1970-09-17 00:00:00, 21.4, 34.6, 27.78, 0.0
1970-09-18 00:00:00, 21.4, 33.8, 27.44, 0.0
1970-09-19 00:00:00, 21.6, 34.2, 27.58, 0.0
1970-09-20 00:00:00, 21.6, 33.4, 27.32, 0.0
1970-09-21 00:00:00, 19.6, 34.2, 27.38, 0.0
1970-09-22 00:00:00, 21.1, 34.0, 27.4, 0.0
1970-09-23 00:00:00, 21.1, 34.8, 27.44, 0.0
1970-09-24 00:00:00, 22.2, 32.7, 0.0, 0.0
1970-09-25 00:00:00, 22.6, 33.6, 27.46, 0.0
1970-09-26 00:00:00, 22.5, 34.2, 27.5, 0.0
1970-09-27 00:00:00, 22.3, 32.8, 27.22, 0.0
1970-09-28 00:00:00, 23.0, 32.0, 27.32, 0.0
1970-09-29 00:00:00, 22.2, 34.0, 27.14, 0.0
1970-09-30 00:00:00, 21.3, 34.8, 27.18, 0.0
1970-10-01 00:00:00, 23.2, 32.4, 26.9, 0.0
1970-10-02 00:00:00, 22.4, 32.2, 26.76, 0.0
1970-10-03 00:00:00, 19.9, 33.0, 26.26, 0.0
1970-10-04 00:00:00, 21.8, 33.3, 26.86, 0.0
1970-10-05 00:00:00, 22.2, 32.2, 26.54, 0.0
1970-10-06 00:00:00, 19.8, 32.6, 26.3, 0.0
1970-10-07 00:00:00, 21.8, 32.6, 26.48, 0.0
1970-10-08 00:00:00, 22.6, 31.4, 25.4, 2.1
1970-10-09 00:00:00, 18.8, 33.7, 26.3, 3.8
1970-10-10 00:00:00, 21.2, 33.5, 27.1, 0.0
1970-10-11 00:00:00, 19.7, 34.5, 27.56, 0.0
1970-10-12 00:00:00, 22.0, 34.2, 27.48, 0.0
1970-10-13 00:00:00, 20.3, 34.2, 26.7, 0.0
1970-10-14 00:00:00, 22.6, 35.0, 27.74, 0.0
1970-10-15 00:00:00, 22.7, 35.6, 27.76, 0.0
1970-10-16 00:00:00, 21.8, 35.8, 27.7, 0.0
1970-10-17 00:00:00, 23.8, 34.4, 27.96, 0.0
1970-10-18 00:00:00, 22.9, 33.8, 27.34, 0.0
1970-10-19 00:00:00, 23.1, 34.8, 28.08, 0.0
1970-10-20 00:00:00, 23.2, 33.6, 27.76, 0.0
1970-10-21 00:00:00, 23.0, 32.3, 26.78, 0.0
